"Name","Debut","Final","Position","Height","Weight","Birthday","School","HOF","Active","G","PTS","TRB","AST","FG.","FG3.","FT.","eFG.","PER","WS","RowNumber"
"Gradey Dick",2024,2025,"['Guard']",78,205,"November 20, 2003","['Kansas']","False","True",114,11.3,2.9,1.5,41.6,35.6,85.9,50.8,10,1.6,1164
"Dan Dickau",2003,2008,"['Guard']",72,190,"September 16, 1978","['Washington', ' Gonzaga']","False","False",300,5.8,1.4,2.5,40.1,34.1,83.1,46,12.9,5.9,1165
"Kaniel Dickens",2004,2008,"['Forward']",80,215,"July 21, 1978","['Tyler Junior College', ' Idaho']","False","False",19,1.2,0.6,0.1,40,33.3,75,47.5,9,0.1,1166
"Henry Dickerson",1976,1977,"['Guard']",76,190,"November 27, 1951","['University of Charleston']","False","False",23,2,0.2,0.8,36.6,NA,62.5,NA,6,-0.2,1167
"Michael Dickerson",1999,2003,"['Guard', 'Forward']",77,190,"June 25, 1975","['Arizona']","False","False",212,15.4,2.9,2.6,43.2,40.2,78.4,48.3,13.4,9.6,1168
"Clyde Dickey",1975,1975,"['Guard']",75,185,"December 14, 1951","['Cochise Community College', ' Boise State']","False","False",58,2.8,1.1,0.8,35,13.3,76.2,35.5,5.5,-0.8,1169
"Derrek Dickey",1974,1978,"['Forward']",79,218,"March 20, 1951","['Cincinnati']","False","False",321,6.1,4.9,1.1,47,NA,74.5,NA,13.2,11.1,1170
"Dick Dickey",1952,1952,"['Guard']",73,175,"October 26, 1926","['NC State']","False","False",45,2.8,1.8,1.1,29.4,NA,68.1,NA,9.7,0.3,1171
"John Dickson",1968,1968,"['Center']",82,240,"November 18, 1945","['Arkansas State University']","False","False",21,1.7,1.6,0.1,35.9,NA,61.5,35.9,8.2,0,1172
"Travis Diener",2006,2010,"['Guard']",73,175,"March 1, 1982","['Marquette']","False","False",179,4.8,1.4,2.4,38.8,35.3,84.7,49.5,12.5,5.6,1173
"Gorgui Dieng",2014,2023,"['Center']",82,252,"January 18, 1990","['Louisville']","False","False",628,7.3,5.6,1.3,49.6,35.5,79.1,52.4,16.2,30.7,1174
"Ousmane Dieng",2023,2025,"['Forward']",82,222,"May 21, 2003","","False","True",109,4.3,2.2,1,42.4,29.3,72.7,50.7,10.2,1.7,1175
"Connie Dierking",1959,1971,"['Center', 'Forward']",81,222,"October 2, 1936","['Cincinnati']","False","False",706,10,6.7,1.5,41.7,NA,69.7,NA,13.4,13.3,1176
"Coby Dietrick",1971,1983,"['Center', 'Forward']",82,220,"July 23, 1948","['San Jose State']","False","False",842,6.1,4.5,2.1,46.2,19.4,73.5,46.3,12.6,27.7,1177
"Craig Dill",1968,1968,"['Center']",83,215,"December 17, 1944","['Michigan']","False","False",65,6.8,5.8,0.5,38.3,0,67,38.3,9.6,0.4,1178
"Dwaine Dillard",1976,1976,"['Forward']",78,230,"March 9, 1949","['Eastern Michigan']","False","False",3,1.3,3,0.7,33.3,NA,100,33.3,7.2,0,1179
"Mickey Dillard",1982,1982,"['Guard']",75,170,"October 15, 1958","['Florida State']","False","False",33,2.2,0.5,1,36.7,0,65.2,36.7,7,-0.2,1180
"Bob Dille",1947,1947,"['Forward']",75,190,"July 2, 1917","['Valparaiso']","False","False",57,5.2,NA,0.7,19.7,NA,66.7,NA,NA,-0.9,1181
"Rob Dillingham",2025,2025,"['Guard']",73,176,"January 4, 2005","['Kentucky']","False","True",49,4.5,1,2,44.1,33.8,53.3,50,10.2,0.1,1182
"Hook Dillon",1950,1950,"['Forward']",75,180,"January 8, 1924","['UNC']","False","False",22,1.6,NA,0.2,18.2,NA,72.7,NA,NA,-0.4,1183
"Byron Dinkins",1990,1991,"['Guard']",73,170,"June 15, 1967","['UNC Charlotte']","False","False",45,3.4,1.2,2.1,40.6,11.1,87.2,40.9,9.1,0.3,1184
"Jackie Dinkins",1972,1972,"['Forward']",77,210,"January 22, 1950","['Voorhees College']","False","False",18,2.5,1.1,0.4,41.5,NA,55,NA,13.7,0.1,1185
"Harry Dinnel",1968,1968,"['Forward', 'Guard']",76,200,"October 9, 1940","['Pepperdine']","False","False",11,1.7,2.1,0.5,31.6,NA,87.5,31.6,4.5,0,1186
"Bill Dinwiddie",1968,1972,"['Forward']",79,220,"July 15, 1943","['New Mexico Highlands University']","False","False",220,4.4,3.3,0.6,36.9,NA,61,NA,8.2,-2.2,1187
"Spencer Dinwiddie",2015,2025,"['Guard']",77,215,"April 6, 1993","['Colorado']","False","True",621,13,3,5.1,41.4,33.3,79.6,49.1,14.7,36,1188
"Ike Diogu",2006,2012,"['Forward']",80,250,"September 11, 1983","['Arizona State']","False","False",225,6,3.1,0.3,50.9,50,78.6,51,15.6,6.5,1189
"DeSagana Diop",2002,2013,"['Center']",84,300,"January 30, 1982","","False","False",601,2,3.7,0.4,42.7,16.7,46.7,42.8,9.8,12.8,1190
"Terry Dischinger",1963,1973,"['Forward', 'Guard']",79,189,"November 21, 1940","['Purdue']","False","False",652,13.8,5.6,1.8,50.6,NA,75.8,NA,16.3,56.3,1191
"Fred Diute",1955,1955,"['Guard']",75,210,"January 9, 1929","['St. Bonaventure']","False","False",7,1.6,1.9,0.6,9.5,NA,58.3,NA,-2.3,-0.3,1192
"Vlade Divac",1990,2005,"['Center']",85,243,"February 3, 1968","","True","False",1134,11.8,8.2,3.1,49.5,23.5,69.2,50,17.7,96.4,1193
"Juan Dixon",2003,2009,"['Guard']",75,164,"October 9, 1978","['Maryland']","False","False",436,8.4,1.9,1.8,41.3,34.1,83.3,46.1,12.8,6.1,1194
"Earl Dodd",1950,1950,"['Forward']",77,175,"November 1, 1924","['Truman State University']","False","False",9,1.7,NA,0.7,22.2,NA,60,NA,NA,-0.3,1195
"Michael Doleac",1999,2008,"['Center']",83,262,"June 15, 1977","['Utah']","False","False",587,4.9,3.3,0.6,43.9,12.5,79.1,43.9,10.8,12.7,1196
"Joe Dolhon",1950,1951,"['Guard']",72,175,"July 9, 1927","['NYU']","False","False",77,6.4,1.4,2.3,31.1,NA,73.4,NA,NA,3.1,1197
"Bob Doll",1947,1950,"['Forward', 'Center']",77,195,"August 10, 1919","['Colorado']","False","False",196,8.4,NA,1.4,28.6,NA,66.2,NA,NA,10.2,1198
"James Donaldson",1981,1995,"['Center']",86,275,"August 16, 1957","['Washington State']","False","False",957,8.6,7.8,0.8,57.1,NA,73.2,57.1,13.8,62.3,1199
"Luka Dončić",2019,2025,"['Guard', 'Forward']",78,230,"February 28, 1999","","False","True",450,28.6,8.6,8.2,46.8,35,75.1,54.2,25.5,57.1,1200
"Bob Donham",1951,1954,"['Guard', 'Forward']",74,190,"October 11, 1926","['Ohio State']","False","False",273,6.7,3.9,2.6,48,NA,50.7,NA,14.2,18,1201
"Billy Donovan",1988,1988,"['Guard']",71,171,"May 30, 1965","['Providence']","True","False",44,2.4,0.6,2,40.4,0,81,40.4,8.7,-0.1,1202
"Harry Donovan",1950,1950,"['Guard']",74,180,"September 10, 1926","['Muhlenberg College']","False","False",45,5.6,NA,0.8,32.7,NA,68.9,NA,NA,1,1203
"Keyon Dooling",2001,2013,"['Guard']",75,196,"May 8, 1980","['Missouri']","False","False",728,7,1.3,2.2,41.6,34.9,79.9,46.7,11.5,18.5,1204
"Aleksandar Djordjevic",1997,1997,"['Guard']",74,198,"August 26, 1967","","False","False",8,3.1,0.6,0.6,50,71.4,80,65.6,12.5,0.1,1205
"Jacky Dorsey",1978,1981,"['Forward']",79,230,"December 18, 1954","['Georgia']","False","False",60,2.4,2.4,0.3,38.9,NA,54.4,38.9,8.4,0.3,1206
"Joey Dorsey",2009,2015,"['Forward']",80,268,"December 16, 1983","['Memphis']","False","False",130,2.6,3.9,0.4,53.4,0,37.5,53.4,12.1,2.9,1207
"Ron Dorsey",1972,1972,"['Forward']",76,200,"October 10, 1948","['Tennessee State']","False","False",1,4,5,0,25,0,0,25,-3,-0.1,1208
"Tyler Dorsey",2018,2023,"['Guard']",77,183,"February 18, 1996","['Oregon']","False","True",107,6.6,2.3,1.3,39.2,35.1,66.9,48.2,10.7,1.1,1209
"Luguentz Dort",2020,2025,"['Guard']",76,220,"April 19, 1999","['Arizona State']","False","True",363,12.2,3.9,1.6,40.8,36,79,50.7,11,15.6,1210
"Ayo Dosunmu",2022,2025,"['Guard']",77,200,"January 17, 2000","['Illinois']","False","True",279,10.2,2.9,3.3,50.2,36.1,77.3,57,11.8,12.6,1211
"Damyean Dotson",2018,2022,"['Guard']",77,210,"May 6, 1994","['Oregon', ' Houston']","False","False",213,7.5,2.5,1.5,41.7,34.5,71.1,50.4,10.3,3,1212
"Devon Dotson",2021,2023,"['Guard']",74,185,"August 2, 1999","['Kansas']","False","True",28,2,0.9,1.1,42.6,20,55.6,46.3,11,0.2,1213
"Quincy Douby",2007,2009,"['Guard']",75,175,"May 16, 1984","['Rutgers University']","False","False",143,4.1,1.1,0.7,38.9,31.2,88.4,44.8,9.7,0,1214
"Bruce Douglas",1987,1987,"['Guard']",75,195,"April 9, 1964","['Illinois']","False","False",8,1.8,1.8,2.1,29.2,0,0,29.2,5.7,-0.2,1215
"John Douglas",1982,1983,"['Guard']",74,170,"June 12, 1956","['Kansas']","False","False",67,6.7,1.4,2.2,46.1,31.1,66.3,48.5,12,0.5,1216
"Leon Douglas",1977,1983,"['Center', 'Forward']",82,230,"August 26, 1954","['Alabama']","False","False",456,7.9,6.5,1.1,49.5,0,60.1,49.5,11.9,15.2,1217
"Sherman Douglas",1990,2001,"['Guard']",72,180,"September 15, 1966","['Syracuse']","False","False",765,11,2.2,5.9,48.4,26.7,67.8,49.5,15.1,32.9,1218
"Toney Douglas",2010,2017,"['Guard']",74,195,"March 16, 1986","['Auburn', ' Florida State']","False","False",394,7.6,2.2,2.3,40.4,35.4,82.4,48.6,13.2,12.1,1219
"Chris Douglas-Roberts",2009,2015,"['Guard']",79,200,"January 8, 1987","['Memphis']","False","False",222,7.1,2.1,1.1,43.9,32.9,83.1,47.1,11.5,5.4,1220
"Sekou Doumbouya",2020,2022,"['Forward']",80,230,"December 23, 2000","","False","True",96,5.6,2.8,0.7,38.8,25.6,69.3,44,6.9,-0.4,1221
"Sonny Dove",1968,1972,"['Forward']",79,198,"August 16, 1945","[""St. John's""]","False","False",222,11.1,6,1,45.7,22.2,64.7,45.9,14,7.2,1222
"Jerry Dover",1972,1972,"['Guard']",67,155,"October 16, 1949","['LeMoyne-Owen College']","False","False",4,2,0,0.3,33.3,40,NA,44.4,10.1,0,1223
"Zabian Dowdell",2011,2011,"['Guard']",75,191,"September 10, 1984","['Virginia Tech']","False","False",24,5,0.8,2.1,40.8,30,94.1,42,11.7,-0.1,1224
"Bill Downey",1948,1948,"['Center']",78,210,"November 11, 1923","['Marquette']","False","False",3,0,NA,0,0,NA,NA,NA,NA,-0.1,1225
"Steve Downing",1974,1975,"['Center']",80,225,"September 9, 1950","['Indiana']","False","False",27,2.4,1.5,0.4,31.8,NA,55,NA,9.2,-0.2,1226
"Jeff Dowtin",2022,2025,"['Guard']",75,185,"May 10, 1997","['Rhode Island']","False","True",87,4.8,1.4,1.7,47.3,37.7,73.3,53.4,14.1,2.3,1227
"Danny Doyle",1963,1963,"['Forward']",80,200,"February 6, 1940","['Belmont Abbey College']","False","False",4,4,2,0.8,50,NA,80,NA,22.2,0.1,1228
"Milton Doyle",2018,2018,"['Guard']",76,185,"October 31, 1993","['Loyola Chicago']","False","False",10,3.4,1.8,1,27.7,17.4,50,31.9,5.2,-0.1,1229
"PJ Dozier",2018,2025,"['Guard']",78,205,"October 25, 1996","['South Carolina']","False","True",130,5.4,2.6,1.6,40.3,31.1,64.7,46.6,10.3,1.8,1230
"Terry Dozier",1990,1990,"['Forward']",81,210,"June 29, 1966","['South Carolina']","False","False",9,2.4,1.7,0.3,33.3,0,50,33.3,5.1,-0.2,1231
"Goran Dragić",2009,2023,"['Guard']",76,190,"May 6, 1986","","False","False",946,13.3,3,4.7,45.9,36.2,76.6,51.7,16.5,56.7,1232
"Zoran Dragić",2015,2015,"['Guard', 'Forward']",77,200,"June 22, 1989","","False","False",16,1.8,0.5,0.3,36.7,21.4,60,41.7,8.2,-0.1,1233
"Greg Dreiling",1987,1997,"['Center']",85,250,"November 7, 1962","['Wichita State', ' Kansas']","False","False",474,2.1,2.1,0.4,46.7,33.3,64.9,46.9,7.4,4,1234
"Henri Drell",2024,2024,"['Guard']",81,187,"April 25, 2000","","False","True",4,2.8,1,1,40,33.3,50,50,10.7,0,1235
"Bryce Drew",1999,2004,"['Guard']",74,185,"September 21, 1974","['Valparaiso']","False","False",243,4.4,1.2,2.2,38.2,37.1,83,45.1,9.6,2.4,1236
"John Drew",1975,1985,"['Forward', 'Guard']",78,205,"September 30, 1954","['Gardner-Webb University']","False","False",739,20.7,6.9,1.7,47,17.5,74.8,47.1,20.7,68.9,1237
"Larry Drew",1981,1991,"['Guard']",73,170,"April 2, 1958","['Missouri']","False","False",714,11.4,1.8,5.2,46.7,29.1,79.8,47.5,14,24.4,1238
"Larry Drew II",2015,2018,"['Guard']",74,180,"March 5, 1990","['UNC', ' UCLA']","False","False",22,2.9,0.8,2.5,32.9,20,66.7,37.2,4.1,-0.5,1239
"Clyde Drexler",1984,1998,"['Guard']",79,210,"June 22, 1962","['Houston']","True","False",1086,20.4,6.1,5.6,47.2,31.8,78.8,49.5,21.1,135.6,1240
"Nate Driggers",1997,1997,"['Guard']",77,215,"October 12, 1973","['University of Montevallo']","False","False",15,2.4,1.5,0.4,30.2,0,71.4,30.2,6.8,-0.2,1241
"Terry Driscoll",1971,1975,"['Forward']",79,215,"August 28, 1947","['Boston College']","False","False",274,4.1,4.1,0.8,41.9,NA,69.4,41.9,10.9,5.1,1242
"Predrag Drobnjak",2002,2005,"['Center']",83,270,"October 27, 1975","","False","False",278,7.9,3.5,0.8,42.5,34,79.9,44,12.6,5.6,1243
"Ralph Drollinger",1981,1981,"['Center']",86,250,"April 20, 1954","['UCLA']","False","False",6,2.5,3.2,2.3,50,NA,25,50,5.3,-0.2,1244
"Andre Drummond",2013,2025,"['Center']",83,279,"August 10, 1993","['UConn']","False","True",904,12.5,12.1,1.2,54.2,12.9,48.6,54.3,21.7,76.6,1245
"Dennis DuVal",1975,1976,"['Guard']",75,175,"March 31, 1952","['Syracuse']","False","False",50,1.9,0.6,0.7,36.1,NA,66.7,NA,11.2,0,1246
"Chris Duarte",2022,2025,"['Guard']",78,190,"June 13, 1997","['Oregon']","False","True",177,7.6,2.6,1.3,40.6,34.9,81.3,48.9,10.5,1.9,1247
"Alex Ducas",2025,2025,"['Guard', 'Forward']",78,222,"December 11, 2000","[""Saint Mary's""]","False","True",21,1.7,1.2,0.2,40,47.6,100,56.7,10.1,0.3,1248
"Dick Duckett",1958,1958,"['Guard']",73,185,"March 25, 1933","[""St. John's""]","False","False",34,3.9,1.6,1.4,34.2,NA,88.9,NA,8,0.2,1249
"Kevin Duckworth",1987,1997,"['Center']",84,275,"April 1, 1964","['Eastern Illinois University']","False","False",684,11.8,5.8,0.9,46.8,20.8,73.6,46.8,11.9,24.7,1250
"Charles Dudley",1973,1979,"['Guard']",74,180,"March 5, 1950","['Washington']","False","False",361,5.3,3,3.4,49.7,NA,67.2,NA,14,14,1251
"Chris Dudley",1988,2003,"['Center']",83,235,"February 22, 1965","['Yale']","False","False",886,3.9,6.2,0.4,41.2,0,45.8,41.2,10.7,26.2,1252
"Jared Dudley",2008,2021,"['Forward', 'Guard']",78,237,"July 10, 1985","['Boston College']","False","False",904,7.3,3.2,1.5,46.3,39.3,73.2,54.8,12.5,43,1253
"Terry Duerod",1980,1983,"['Guard']",74,180,"July 29, 1956","['Detroit Mercy']","False","False",143,6.7,1.1,1.2,46.2,32.9,67.2,47.5,12.1,1,1254
"Bob Duffy",1947,1947,"['Forward']",76,175,"July 5, 1922","['Tulane']","False","False",17,1.1,NA,0,21.9,NA,71.4,NA,NA,0,1255
"Bob Duffy",1963,1965,"['Guard']",75,185,"September 26, 1940","['Colgate']","False","False",94,4.3,1.1,1.8,39.6,NA,64.9,NA,10.8,0.5,1256
"Chris Duhon",2005,2013,"['Guard']",73,185,"August 31, 1982","['Duke']","False","False",606,6.5,2.3,4.4,39.3,36.3,78.4,48.8,10.8,25,1257
"Duje Dukan",2016,2016,"['Forward']",81,220,"December 4, 1991","['Wisconsin']","False","False",1,6,4,1,20,40,NA,30,4.2,0,1258
"David Duke Jr.",2022,2025,"['Guard']",77,205,"October 13, 1999","['Providence']","False","True",55,4.2,2,0.9,41.7,26.2,76.7,45.4,10,0.4,1259
"Walter Dukes",1956,1963,"['Center']",84,220,"June 23, 1930","['Seton Hall']","False","False",553,10.4,11.3,1.1,36.9,NA,70,NA,14.4,24,1260
"Joe Dumars",1986,1999,"['Guard']",75,190,"May 24, 1963","['McNeese State University']","True","False",1018,16.1,2.2,4.5,46,38.2,84.3,49.8,15.3,86.2,1261
"Rich Dumas",1969,1969,"['Guard']",75,170,"April 21, 1944","['Northeastern State University']","False","False",1,2,1,0,20,NA,NA,20,-19.4,-0.1,1262
"Richard Dumas",1993,1996,"['Forward']",79,200,"May 19, 1969","['Oklahoma State']","False","False",102,10.6,3.4,1.1,50.9,23.1,69.4,51.1,15.9,4.5,1263
"Tony Dumas",1995,1998,"['Guard']",78,190,"August 25, 1972","['Missouri-Kansas City']","False","False",156,7.3,1.3,1.2,40.4,32.7,60.8,45.4,12,1.3,1264
"Andy Duncan",1949,1951,"['Forward', 'Center']",78,195,"April 17, 1922","['William & Mary']","False","False",136,5.5,2.1,0.7,40.8,NA,59.6,NA,NA,6.8,1265
"Tim Duncan",1998,2016,"['Forward', 'Center']",83,250,"April 25, 1976","['Wake Forest']","True","False",1392,19,10.8,3,50.6,17.9,69.6,50.7,24.2,206.4,1266
"Mike Dunleavy",1977,1990,"['Guard']",75,180,"March 21, 1954","['South Carolina']","False","False",438,8,1.6,3.9,46.7,33.9,81,49.2,14,16.1,1267
"Mike Dunleavy",2003,2017,"['Forward', 'Guard']",81,230,"September 15, 1980","['Duke']","False","False",986,11.2,4.3,2.2,44.1,37.7,80.3,51.4,13.9,58.5,1268
"Kris Dunn",2017,2025,"['Guard']",75,205,"March 18, 1994","['Providence']","False","True",407,7.7,3.3,4,43.7,32.7,73.6,48.2,12.3,11.8,1269
"Pat Dunn",1958,1958,"['Guard']",74,170,"March 17, 1931","['Utah State University']","False","False",28,2.5,1.1,1,31.1,NA,82.4,NA,9.4,-0.1,1270
"Ryan Dunn",2025,2025,"['Forward']",78,216,"January 7, 2003","['Virginia']","False","True",74,6.9,3.6,0.8,43,31.1,48.7,51.6,10.7,1,1271
"T.R. Dunn",1978,1991,"['Guard', 'Forward']",76,192,"February 1, 1955","['Alabama']","False","False",993,5.1,4.4,1.6,45.7,5,72.5,45.7,10.4,39.8,1272
"Ronald Dupree",2004,2011,"['Forward']",79,209,"January 26, 1981","['LSU']","False","False",157,3.5,2.2,0.6,42.7,38.5,55.9,43.2,10.2,1.9,1273
"Kevin Durant",2008,2025,"['Forward', 'Guard']",83,240,"September 29, 1988","['Texas']","False","True",1123,27.2,7,4.4,50.2,39,88.2,55.4,24.8,175.4,1274
"Jalen Duren",2023,2025,"['Center']",82,250,"November 18, 2003","['Memphis']","False","True",206,11.5,10.2,2.1,65.3,0,69.1,65.3,19.3,18.6,1275
"John Duren",1981,1983,"['Guard']",75,195,"October 30, 1958","['Georgetown']","False","False",201,3.5,1.1,2,43.5,12,75,43.7,6.9,-0.8,1276
"Jarrett Durham",1972,1972,"['Forward']",77,188,"August 22, 1949","['Duquesne']","False","False",1,0,0,0,NA,NA,NA,NA,-52.7,0,1277
"Pat Durham",1993,1995,"['Forward']",79,210,"March 10, 1967","['Colorado State']","False","False",64,5,1.7,0.9,46.9,19.2,66.7,47.9,11.4,0.7,1278
"Devin Durrant",1985,1986,"['Forward']",79,200,"October 20, 1960","['BYU']","False","False",63,5,2.1,1.3,41.4,0,68.9,41.4,8.6,-0.2,1279
"Ken Durrett",1972,1975,"['Forward']",79,190,"December 8, 1948","['La Salle']","False","False",120,4,1.9,0.5,43.4,NA,63.7,NA,10.7,0.6,1280
"Trevon Duval",2019,2019,"['Guard']",74,189,"August 3, 1998","['Duke']","False","True",3,1.7,0.3,0.7,66.7,100,NA,83.3,38.3,0.1,1281
"Jack Dwan",1949,1949,"['Forward', 'Guard']",76,200,"May 3, 1921","['Loyola Chicago']","False","False",60,4.6,NA,2.2,31.8,NA,49.3,NA,NA,1.2,1282
"Craig Dykema",1982,1982,"['Forward']",80,190,"June 11, 1959","['Cal State Long Beach']","False","False",32,1.3,0.4,0.5,45.9,50,77.8,48.6,11.1,0.2,1283
"Gene Dyker",1954,1954,"['Forward']",78,225,"February 17, 1930","['DePaul']","False","False",11,1.5,1.5,0.5,23.1,NA,50,NA,0.4,-0.3,1284
"Jerome Dyson",2012,2012,"['Guard']",75,180,"May 1, 1987","['UConn']","False","False",9,7.4,2.1,2,39.6,12.5,77.8,40.6,11.3,0.1,1285
"Ledell Eackles",1989,1998,"['Guard', 'Forward']",77,220,"November 24, 1966","['New Orleans']","False","False",441,10.8,2.2,1.7,44.5,33.6,76.7,46.1,13.8,10.8,1286
"Jim Eakins",1969,1978,"['Center']",83,215,"May 24, 1946","['BYU']","False","False",767,10.8,7.3,1.8,50.4,0,78.8,50.4,16.4,57.5,1287
"Acie Earl",1994,1997,"['Forward', 'Center']",82,240,"June 23, 1970","['Iowa']","False","False",193,5.1,2.7,0.3,40.3,0,66.7,40.3,10.6,0.3,1288
"Ed Earle",1954,1954,"['Forward']",75,190,"April 28, 1927","['Loyola Chicago']","False","False",2,2,1,0,50,NA,50,NA,15.2,0,1289
"Cleanthony Early",2015,2016,"['Forward']",80,210,"April 17, 1991","['Wichita State']","False","False",56,4.3,2.2,0.8,34.6,26.3,75,39.8,7.2,-0.6,1290
"Penny Early",1969,1969,"['Guard']",63,114,"May 30, 1943","","False","False",1,0,0,0,NA,NA,NA,NA,NA,0,1291
"Tari Eason",2023,2025,"['Forward']",80,216,"May 10, 2001","['Cincinnati', ' LSU']","False","True",161,10.3,6.3,1.2,46.6,34.5,74.1,51.6,16.7,8.8,1292
"Mark Eaton",1983,1993,"['Center']",88,275,"January 24, 1957","['Cypress College', ' UCLA']","False","False",875,6,7.9,1,45.8,0,64.9,45.8,10.9,44.8,1293
"Jerry Eaves",1983,1987,"['Guard']",76,180,"February 8, 1959","['Louisville']","False","False",168,6.7,1.2,2.5,47.2,7.1,77.3,47.2,11.8,2.6,1294
"Devin Ebanks",2011,2013,"['Forward']",81,215,"October 28, 1989","['West Virginia']","False","False",63,3.6,1.9,0.4,38.5,22.2,72.2,40.4,9.6,0.5,1295
"Bill Ebben",1958,1958,"['Guard']",76,190,"October 7, 1935","['Detroit Mercy']","False","False",8,1.9,1,0.5,21.4,NA,75,NA,1.1,-0.2,1296
"Al Eberhard",1975,1978,"['Forward']",78,225,"May 10, 1952","['Missouri']","False","False",220,6.8,3.5,0.8,43.3,NA,79.7,NA,11.2,5.3,1297
"Ndudi Ebi",2004,2005,"['Forward']",81,200,"June 18, 1984","","False","False",19,2.1,1,0.2,48.6,0,46.2,48.6,14.6,0.1,1298
"Roy Ebron",1974,1974,"['Center']",81,220,"August 31, 1951","['Louisiana']","False","False",40,6.2,4.4,0.5,48.8,0,51.2,48.8,18.7,1.3,1299
"Jaime Echenique",2022,2022,"['Center']",83,258,"April 27, 1997","['Trinity Valley CC', ' Wichita State']","False","True",1,0,0,0,NA,NA,NA,NA,0,0,1300
"Jarell Eddie",2016,2018,"['Guard', 'Forward']",79,218,"October 30, 1991","['Virginia Tech']","False","False",34,2.6,0.9,0.1,30.2,29.2,94.1,41.3,10.1,0.2,1301
"Patrick Eddie",1992,1992,"['Center']",83,240,"December 27, 1967","['Arkansas State University', ' Ole Miss']","False","False",4,1,0.3,0,22.2,NA,NA,22.2,-8.8,-0.1,1302
"Dike Eddleman",1950,1953,"['Forward', 'Guard']",75,189,"December 27, 1922","['Illinois']","False","False",267,12.1,4.5,2.1,35.2,NA,63,NA,11,7.3,1303
"Kenton Edelin",1985,1985,"['Forward']",80,205,"May 24, 1962","['Virginia']","False","False",10,1.1,2.6,1,30.8,NA,37.5,30.8,3.3,0.1,1304
"Zach Edey",2025,2025,"['Center']",88,305,"May 14, 2002","['Purdue']","False","True",66,9.2,8.3,1,58,34.6,70.9,60,18.2,4.9,1305
"Charles Edge",1974,1975,"['Forward']",78,210,"February 23, 1950","['LeMoyne-Owen College']","False","False",155,7.7,6.3,0.7,50.2,0,63.2,50.2,16.3,6.5,1306
"Bobby Edmonds",1968,1970,"['Forward']",78,220,"March 8, 1941","['Tennessee State']","False","False",75,7.7,5,0.4,43.4,16.7,65.1,43.5,12.5,2.5,1307
"Keith Edmonson",1983,1984,"['Guard']",77,195,"September 28, 1960","['Purdue']","False","False",87,6,1.5,0.6,44.8,0,71.9,44.8,12.6,0.4,1308
"Tyus Edney",1996,2001,"['Guard']",70,152,"February 14, 1973","['UCLA']","False","False",226,7.6,1.7,4,40.5,32.2,80.6,42.8,13.6,6.8,1309
"Anthony Edwards",2021,2025,"['Guard', 'Forward']",76,225,"August 5, 2001","['Georgia']","False","True",381,23.9,5.3,4.2,44.6,36.4,80.4,52.4,17.7,24.8,1310
"Bill Edwards",1994,1994,"['Forward']",80,215,"September 22, 1971","['Wright State University']","False","False",3,2,4.7,1.3,11.1,0,40,11.1,-0.4,-0.3,1311
"Blue Edwards",1990,1999,"['Guard', 'Forward']",76,200,"October 31, 1965","['East Carolina University']","False","False",704,10.8,3.4,2,47.5,33.5,77.9,49.9,12.8,24.2,1312
